BROE01000034.1 Plecoglossus altivelis DNA, scaffold6, whole genome shotgun sequence	scaffold006
BROE01000035.1 Plecoglossus altivelis DNA, scaffold7, whole genome shotgun sequence	scaffold007
BROE01000036.1 Plecoglossus altivelis DNA, scaffold8, whole genome shotgun sequence	scaffold008
BROE01000037.1 Plecoglossus altivelis DNA, scaffold9, whole genome shotgun sequence	scaffold009
BROE01000038.1 Plecoglossus altivelis DNA, scaffold10, whole genome shotgun sequence	scaffold0010
BROE01000039.1 Plecoglossus altivelis DNA, scaffold11, whole genome shotgun sequence	scaffold0011
BROE01000040.1 Plecoglossus altivelis DNA, scaffold12, whole genome shotgun sequence	scaffold0012
BROE01000041.1 Plecoglossus altivelis DNA, scaffold13, whole genome shotgun sequence	scaffold0013
BROE01000042.1 Plecoglossus altivelis DNA, scaffold14, whole genome shotgun sequence	scaffold0014
BROE01000043.1 Plecoglossus altivelis DNA, scaffold15, whole genome shotgun sequence	scaffold0015
BROE01000044.1 Plecoglossus altivelis DNA, scaffold16, whole genome shotgun sequence	scaffold0016
BROE01000045.1 Plecoglossus altivelis DNA, scaffold17, whole genome shotgun sequence	scaffold0017
BROE01000046.1 Plecoglossus altivelis DNA, scaffold18, whole genome shotgun sequence	scaffold0018
BROE01000047.1 Plecoglossus altivelis DNA, scaffold19, whole genome shotgun sequence	scaffold0019
BROE01000048.1 Plecoglossus altivelis DNA, scaffold20, whole genome shotgun sequence	scaffold0020
BROE01000049.1 Plecoglossus altivelis DNA, scaffold21, whole genome shotgun sequence	scaffold0021
BROE01000050.1 Plecoglossus altivelis DNA, scaffold22, whole genome shotgun sequence	scaffold0022
BROE01000051.1 Plecoglossus altivelis DNA, scaffold23, whole genome shotgun sequence	scaffold0023
BROE01000052.1 Plecoglossus altivelis DNA, scaffold24, whole genome shotgun sequence	scaffold0024
BROE01000053.1 Plecoglossus altivelis DNA, scaffold25, whole genome shotgun sequence	scaffold0025
BROE01000054.1 Plecoglossus altivelis DNA, scaffold26, whole genome shotgun sequence	scaffold0026
BROE01000055.1 Plecoglossus altivelis DNA, scaffold27, whole genome shotgun sequence	scaffold0027
BROE01000056.1 Plecoglossus altivelis DNA, scaffold28, whole genome shotgun sequence	scaffold0028
BROE01000057.1 Plecoglossus altivelis DNA, scaffold29, whole genome shotgun sequence	scaffold0029
BROE01000058.1 Plecoglossus altivelis DNA, scaffold30, whole genome shotgun sequence	scaffold0030
BROE01000059.1 Plecoglossus altivelis DNA, scaffold31, whole genome shotgun sequence	scaffold0031
BROE01000060.1 Plecoglossus altivelis DNA, scaffold32, whole genome shotgun sequence	scaffold0032
BROE01000061.1 Plecoglossus altivelis DNA, scaffold33, whole genome shotgun sequence	scaffold0033
BROE01000062.1 Plecoglossus altivelis DNA, scaffold34, whole genome shotgun sequence	scaffold0034
BROE01000063.1 Plecoglossus altivelis DNA, scaffold35, whole genome shotgun sequence	scaffold0035
BROE01000064.1 Plecoglossus altivelis DNA, scaffold36, whole genome shotgun sequence	scaffold0036
BROE01000065.1 Plecoglossus altivelis DNA, scaffold37, whole genome shotgun sequence	scaffold0037
BROE01000066.1 Plecoglossus altivelis DNA, scaffold38, whole genome shotgun sequence	scaffold0038
BROE01000067.1 Plecoglossus altivelis DNA, scaffold39, whole genome shotgun sequence	scaffold0039
BROE01000068.1 Plecoglossus altivelis DNA, scaffold40, whole genome shotgun sequence	scaffold0040
BROE01000069.1 Plecoglossus altivelis DNA, scaffold41, whole genome shotgun sequence	scaffold0041
BROE01000070.1 Plecoglossus altivelis DNA, scaffold42, whole genome shotgun sequence	scaffold0042
BROE01000071.1 Plecoglossus altivelis DNA, scaffold43, whole genome shotgun sequence	scaffold0043
BROE01000072.1 Plecoglossus altivelis DNA, scaffold44, whole genome shotgun sequence	scaffold0044
BROE01000073.1 Plecoglossus altivelis DNA, scaffold45, whole genome shotgun sequence	scaffold0045
BROE01000074.1 Plecoglossus altivelis DNA, scaffold46, whole genome shotgun sequence	scaffold0046
BROE01000075.1 Plecoglossus altivelis DNA, scaffold47, whole genome shotgun sequence	scaffold0047
BROE01000076.1 Plecoglossus altivelis DNA, scaffold48, whole genome shotgun sequence	scaffold0048
BROE01000077.1 Plecoglossus altivelis DNA, scaffold49, whole genome shotgun sequence	scaffold0049
BROE01000078.1 Plecoglossus altivelis DNA, scaffold50, whole genome shotgun sequence	scaffold0050
BROE01000079.1 Plecoglossus altivelis DNA, scaffold51, whole genome shotgun sequence	scaffold0051
BROE01000080.1 Plecoglossus altivelis DNA, scaffold52, whole genome shotgun sequence	scaffold0052
BROE01000081.1 Plecoglossus altivelis DNA, scaffold53, whole genome shotgun sequence	scaffold0053
BROE01000082.1 Plecoglossus altivelis DNA, scaffold54, whole genome shotgun sequence	scaffold0054
BROE01000083.1 Plecoglossus altivelis DNA, scaffold55, whole genome shotgun sequence	scaffold0055
BROE01000084.1 Plecoglossus altivelis DNA, scaffold56, whole genome shotgun sequence	scaffold0056
BROE01000085.1 Plecoglossus altivelis DNA, scaffold57, whole genome shotgun sequence	scaffold0057
BROE01000086.1 Plecoglossus altivelis DNA, scaffold58, whole genome shotgun sequence	scaffold0058
BROE01000088.1 Plecoglossus altivelis DNA, scaffold60, whole genome shotgun sequence	scaffold0060
BROE01000089.1 Plecoglossus altivelis DNA, scaffold61, whole genome shotgun sequence	scaffold0061
BROE01000090.1 Plecoglossus altivelis DNA, scaffold62, whole genome shotgun sequence	scaffold0062
BROE01000091.1 Plecoglossus altivelis DNA, scaffold63, whole genome shotgun sequence	scaffold0063
BROE01000092.1 Plecoglossus altivelis DNA, scaffold64, whole genome shotgun sequence	scaffold0064
BROE01000093.1 Plecoglossus altivelis DNA, scaffold65, whole genome shotgun sequence	scaffold0065
BROE01000094.1 Plecoglossus altivelis DNA, scaffold66, whole genome shotgun sequence	scaffold0066
BROE01000095.1 Plecoglossus altivelis DNA, scaffold67, whole genome shotgun sequence	scaffold0067
BROE01000096.1 Plecoglossus altivelis DNA, scaffold68, whole genome shotgun sequence	scaffold0068
BROE01000097.1 Plecoglossus altivelis DNA, scaffold69, whole genome shotgun sequence	scaffold0069
BROE01000098.1 Plecoglossus altivelis DNA, scaffold70, whole genome shotgun sequence	scaffold0070
BROE01000099.1 Plecoglossus altivelis DNA, scaffold71, whole genome shotgun sequence	scaffold0071
BROE01000100.1 Plecoglossus altivelis DNA, scaffold72, whole genome shotgun sequence	scaffold0072
BROE01000101.1 Plecoglossus altivelis DNA, scaffold73, whole genome shotgun sequence	scaffold0073
BROE01000102.1 Plecoglossus altivelis DNA, scaffold74, whole genome shotgun sequence	scaffold0074
BROE01000103.1 Plecoglossus altivelis DNA, scaffold75, whole genome shotgun sequence	scaffold0075
BROE01000104.1 Plecoglossus altivelis DNA, scaffold76, whole genome shotgun sequence	scaffold0076
BROE01000105.1 Plecoglossus altivelis DNA, scaffold77, whole genome shotgun sequence	scaffold0077
BROE01000106.1 Plecoglossus altivelis DNA, scaffold78, whole genome shotgun sequence	scaffold0078
BROE01000107.1 Plecoglossus altivelis DNA, scaffold79, whole genome shotgun sequence	scaffold0079
BROE01000108.1 Plecoglossus altivelis DNA, scaffold80, whole genome shotgun sequence	scaffold0080
BROE01000109.1 Plecoglossus altivelis DNA, scaffold81, whole genome shotgun sequence	scaffold0081
BROE01000110.1 Plecoglossus altivelis DNA, scaffold82, whole genome shotgun sequence	scaffold0082
BROE01000111.1 Plecoglossus altivelis DNA, scaffold83, whole genome shotgun sequence	scaffold0083
BROE01000112.1 Plecoglossus altivelis DNA, scaffold84, whole genome shotgun sequence	scaffold0084
BROE01000113.1 Plecoglossus altivelis DNA, scaffold85, whole genome shotgun sequence	scaffold0085
BROE01000114.1 Plecoglossus altivelis DNA, scaffold86, whole genome shotgun sequence	scaffold0086
BROE01000115.1 Plecoglossus altivelis DNA, scaffold87, whole genome shotgun sequence	scaffold0087
BROE01000116.1 Plecoglossus altivelis DNA, scaffold88, whole genome shotgun sequence	scaffold0088
BROE01000117.1 Plecoglossus altivelis DNA, scaffold89, whole genome shotgun sequence	scaffold0089
BROE01000118.1 Plecoglossus altivelis DNA, scaffold90, whole genome shotgun sequence	scaffold0090
BROE01000119.1 Plecoglossus altivelis DNA, scaffold91, whole genome shotgun sequence	scaffold0091
BROE01000120.1 Plecoglossus altivelis DNA, scaffold92, whole genome shotgun sequence	scaffold0092
BROE01000121.1 Plecoglossus altivelis DNA, scaffold93, whole genome shotgun sequence	scaffold0093
BROE01000122.1 Plecoglossus altivelis DNA, scaffold94, whole genome shotgun sequence	scaffold0094
BROE01000123.1 Plecoglossus altivelis DNA, scaffold95, whole genome shotgun sequence	scaffold0095
BROE01000124.1 Plecoglossus altivelis DNA, scaffold96, whole genome shotgun sequence	scaffold0096
BROE01000125.1 Plecoglossus altivelis DNA, scaffold97, whole genome shotgun sequence	scaffold0097
BROE01000126.1 Plecoglossus altivelis DNA, scaffold98, whole genome shotgun sequence	scaffold0098
BROE01000127.1 Plecoglossus altivelis DNA, scaffold99, whole genome shotgun sequence	scaffold0099
BROE01000128.1 Plecoglossus altivelis DNA, scaffold100, whole genome shotgun sequence	scaffold0100
BROE01000129.1 Plecoglossus altivelis DNA, scaffold101, whole genome shotgun sequence	scaffold0101
BROE01000130.1 Plecoglossus altivelis DNA, scaffold102, whole genome shotgun sequence	scaffold0102
BROE01000131.1 Plecoglossus altivelis DNA, scaffold103, whole genome shotgun sequence	scaffold0103
BROE01000132.1 Plecoglossus altivelis DNA, scaffold104, whole genome shotgun sequence	scaffold0104
BROE01000133.1 Plecoglossus altivelis DNA, scaffold105, whole genome shotgun sequence	scaffold0105
BROE01000134.1 Plecoglossus altivelis DNA, scaffold106, whole genome shotgun sequence	scaffold0106
BROE01000135.1 Plecoglossus altivelis DNA, scaffold107, whole genome shotgun sequence	scaffold0107
BROE01000136.1 Plecoglossus altivelis DNA, scaffold108, whole genome shotgun sequence	scaffold0108
BROE01000137.1 Plecoglossus altivelis DNA, scaffold109, whole genome shotgun sequence	scaffold0109
BROE01000138.1 Plecoglossus altivelis DNA, scaffold110, whole genome shotgun sequence	scaffold0110
BROE01000139.1 Plecoglossus altivelis DNA, scaffold111, whole genome shotgun sequence	scaffold0111
BROE01000140.1 Plecoglossus altivelis DNA, scaffold112, whole genome shotgun sequence	scaffold0112
BROE01000141.1 Plecoglossus altivelis DNA, scaffold113, whole genome shotgun sequence	scaffold0113
BROE01000142.1 Plecoglossus altivelis DNA, scaffold114, whole genome shotgun sequence	scaffold0114
BROE01000143.1 Plecoglossus altivelis DNA, scaffold115, whole genome shotgun sequence	scaffold0115
BROE01000144.1 Plecoglossus altivelis DNA, scaffold116, whole genome shotgun sequence	scaffold0116
BROE01000145.1 Plecoglossus altivelis DNA, scaffold117, whole genome shotgun sequence	scaffold0117
BROE01000146.1 Plecoglossus altivelis DNA, scaffold118, whole genome shotgun sequence	scaffold0118
BROE01000147.1 Plecoglossus altivelis DNA, scaffold119, whole genome shotgun sequence	scaffold0119
BROE01000148.1 Plecoglossus altivelis DNA, scaffold120, whole genome shotgun sequence	scaffold0120
BROE01000149.1 Plecoglossus altivelis DNA, scaffold121, whole genome shotgun sequence	scaffold0121
BROE01000150.1 Plecoglossus altivelis DNA, scaffold122, whole genome shotgun sequence	scaffold0122
BROE01000151.1 Plecoglossus altivelis DNA, scaffold123, whole genome shotgun sequence	scaffold0123
BROE01000152.1 Plecoglossus altivelis DNA, scaffold124, whole genome shotgun sequence	scaffold0124
BROE01000153.1 Plecoglossus altivelis DNA, scaffold125, whole genome shotgun sequence	scaffold0125
BROE01000154.1 Plecoglossus altivelis DNA, scaffold126, whole genome shotgun sequence	scaffold0126
BROE01000155.1 Plecoglossus altivelis DNA, scaffold127, whole genome shotgun sequence	scaffold0127
BROE01000156.1 Plecoglossus altivelis DNA, scaffold128, whole genome shotgun sequence	scaffold0128
BROE01000157.1 Plecoglossus altivelis DNA, scaffold129, whole genome shotgun sequence	scaffold0129
BROE01000158.1 Plecoglossus altivelis DNA, scaffold130, whole genome shotgun sequence	scaffold0130
BROE01000159.1 Plecoglossus altivelis DNA, scaffold131, whole genome shotgun sequence	scaffold0131
BROE01000160.1 Plecoglossus altivelis DNA, scaffold132, whole genome shotgun sequence	scaffold0132
BROE01000161.1 Plecoglossus altivelis DNA, scaffold133, whole genome shotgun sequence	scaffold0133
BROE01000162.1 Plecoglossus altivelis DNA, scaffold134, whole genome shotgun sequence	scaffold0134
BROE01000163.1 Plecoglossus altivelis DNA, scaffold135, whole genome shotgun sequence	scaffold0135
BROE01000164.1 Plecoglossus altivelis DNA, scaffold136, whole genome shotgun sequence	scaffold0136
BROE01000165.1 Plecoglossus altivelis DNA, scaffold137, whole genome shotgun sequence	scaffold0137
BROE01000166.1 Plecoglossus altivelis DNA, scaffold138, whole genome shotgun sequence	scaffold0138
BROE01000167.1 Plecoglossus altivelis DNA, scaffold139, whole genome shotgun sequence	scaffold0139
BROE01000168.1 Plecoglossus altivelis DNA, scaffold140, whole genome shotgun sequence	scaffold0140
BROE01000169.1 Plecoglossus altivelis DNA, scaffold141, whole genome shotgun sequence	scaffold0141
BROE01000170.1 Plecoglossus altivelis DNA, scaffold142, whole genome shotgun sequence	scaffold0142
BROE01000171.1 Plecoglossus altivelis DNA, scaffold143, whole genome shotgun sequence	scaffold0143
BROE01000172.1 Plecoglossus altivelis DNA, scaffold144, whole genome shotgun sequence	scaffold0144
BROE01000173.1 Plecoglossus altivelis DNA, scaffold145, whole genome shotgun sequence	scaffold0145
BROE01000174.1 Plecoglossus altivelis DNA, scaffold146, whole genome shotgun sequence	scaffold0146
BROE01000175.1 Plecoglossus altivelis DNA, scaffold147, whole genome shotgun sequence	scaffold0147
BROE01000176.1 Plecoglossus altivelis DNA, scaffold148, whole genome shotgun sequence	scaffold0148
BROE01000177.1 Plecoglossus altivelis DNA, scaffold149, whole genome shotgun sequence	scaffold0149
BROE01000178.1 Plecoglossus altivelis DNA, scaffold150, whole genome shotgun sequence	scaffold0150
BROE01000179.1 Plecoglossus altivelis DNA, scaffold151, whole genome shotgun sequence	scaffold0151
BROE01000180.1 Plecoglossus altivelis DNA, scaffold152, whole genome shotgun sequence	scaffold0152
BROE01000181.1 Plecoglossus altivelis DNA, scaffold153, whole genome shotgun sequence	scaffold0153
BROE01000182.1 Plecoglossus altivelis DNA, scaffold154, whole genome shotgun sequence	scaffold0154
BROE01000183.1 Plecoglossus altivelis DNA, scaffold155, whole genome shotgun sequence	scaffold0155
BROE01000184.1 Plecoglossus altivelis DNA, scaffold156, whole genome shotgun sequence	scaffold0156
BROE01000185.1 Plecoglossus altivelis DNA, scaffold157, whole genome shotgun sequence	scaffold0157
BROE01000186.1 Plecoglossus altivelis DNA, scaffold158, whole genome shotgun sequence	scaffold0158
BROE01000187.1 Plecoglossus altivelis DNA, scaffold159, whole genome shotgun sequence	scaffold0159
BROE01000188.1 Plecoglossus altivelis DNA, scaffold160, whole genome shotgun sequence	scaffold0160
BROE01000189.1 Plecoglossus altivelis DNA, scaffold161, whole genome shotgun sequence	scaffold0161
BROE01000190.1 Plecoglossus altivelis DNA, scaffold162, whole genome shotgun sequence	scaffold0162
BROE01000191.1 Plecoglossus altivelis DNA, scaffold163, whole genome shotgun sequence	scaffold0163
BROE01000192.1 Plecoglossus altivelis DNA, scaffold164, whole genome shotgun sequence	scaffold0164
BROE01000193.1 Plecoglossus altivelis DNA, scaffold165, whole genome shotgun sequence	scaffold0165
BROE01000194.1 Plecoglossus altivelis DNA, scaffold166, whole genome shotgun sequence	scaffold0166
BROE01000195.1 Plecoglossus altivelis DNA, scaffold167, whole genome shotgun sequence	scaffold0167
BROE01000196.1 Plecoglossus altivelis DNA, scaffold168, whole genome shotgun sequence	scaffold0168
BROE01000197.1 Plecoglossus altivelis DNA, scaffold169, whole genome shotgun sequence	scaffold0169
BROE01000198.1 Plecoglossus altivelis DNA, scaffold170, whole genome shotgun sequence	scaffold0170
BROE01000199.1 Plecoglossus altivelis DNA, scaffold171, whole genome shotgun sequence	scaffold0171
BROE01000200.1 Plecoglossus altivelis DNA, scaffold172, whole genome shotgun sequence	scaffold0172
BROE01000201.1 Plecoglossus altivelis DNA, scaffold173, whole genome shotgun sequence	scaffold0173
BROE01000202.1 Plecoglossus altivelis DNA, scaffold174, whole genome shotgun sequence	scaffold0174
BROE01000203.1 Plecoglossus altivelis DNA, scaffold175, whole genome shotgun sequence	scaffold0175
BROE01000204.1 Plecoglossus altivelis DNA, scaffold176, whole genome shotgun sequence	scaffold0176
BROE01000205.1 Plecoglossus altivelis DNA, scaffold177, whole genome shotgun sequence	scaffold0177
BROE01000206.1 Plecoglossus altivelis DNA, scaffold178, whole genome shotgun sequence	scaffold0178
BROE01000207.1 Plecoglossus altivelis DNA, scaffold179, whole genome shotgun sequence	scaffold0179
BROE01000208.1 Plecoglossus altivelis DNA, scaffold180, whole genome shotgun sequence	scaffold0180
BROE01000209.1 Plecoglossus altivelis DNA, scaffold181, whole genome shotgun sequence	scaffold0181
BROE01000210.1 Plecoglossus altivelis DNA, scaffold182, whole genome shotgun sequence	scaffold0182
BROE01000211.1 Plecoglossus altivelis DNA, scaffold183, whole genome shotgun sequence	scaffold0183
BROE01000212.1 Plecoglossus altivelis DNA, scaffold184, whole genome shotgun sequence	scaffold0184
BROE01000213.1 Plecoglossus altivelis DNA, scaffold185, whole genome shotgun sequence	scaffold0185
BROE01000214.1 Plecoglossus altivelis DNA, scaffold186, whole genome shotgun sequence	scaffold0186
BROE01000215.1 Plecoglossus altivelis DNA, scaffold187, whole genome shotgun sequence	scaffold0187
BROE01000216.1 Plecoglossus altivelis DNA, scaffold188, whole genome shotgun sequence	scaffold0188
BROE01000217.1 Plecoglossus altivelis DNA, scaffold189, whole genome shotgun sequence	scaffold0189
BROE01000218.1 Plecoglossus altivelis DNA, scaffold190, whole genome shotgun sequence	scaffold0190
BROE01000219.1 Plecoglossus altivelis DNA, scaffold191, whole genome shotgun sequence	scaffold0191
BROE01000220.1 Plecoglossus altivelis DNA, scaffold192, whole genome shotgun sequence	scaffold0192
BROE01000221.1 Plecoglossus altivelis DNA, scaffold193, whole genome shotgun sequence	scaffold0193
BROE01000222.1 Plecoglossus altivelis DNA, scaffold194, whole genome shotgun sequence	scaffold0194
BROE01000223.1 Plecoglossus altivelis DNA, scaffold195, whole genome shotgun sequence	scaffold0195
BROE01000224.1 Plecoglossus altivelis DNA, scaffold196, whole genome shotgun sequence	scaffold0196
BROE01000225.1 Plecoglossus altivelis DNA, scaffold197, whole genome shotgun sequence	scaffold0197
BROE01000226.1 Plecoglossus altivelis DNA, scaffold198, whole genome shotgun sequence	scaffold0198
BROE01000227.1 Plecoglossus altivelis DNA, scaffold199, whole genome shotgun sequence	scaffold0199
BROE01000228.1 Plecoglossus altivelis DNA, scaffold200, whole genome shotgun sequence	scaffold0200
BROE01000229.1 Plecoglossus altivelis DNA, scaffold201, whole genome shotgun sequence	scaffold0201
BROE01000230.1 Plecoglossus altivelis DNA, scaffold202, whole genome shotgun sequence	scaffold0202
BROE01000231.1 Plecoglossus altivelis DNA, scaffold203, whole genome shotgun sequence	scaffold0203
BROE01000232.1 Plecoglossus altivelis DNA, scaffold204, whole genome shotgun sequence	scaffold0204
BROE01000233.1 Plecoglossus altivelis DNA, scaffold205, whole genome shotgun sequence	scaffold0205
BROE01000234.1 Plecoglossus altivelis DNA, scaffold206, whole genome shotgun sequence	scaffold0206
BROE01000235.1 Plecoglossus altivelis DNA, scaffold207, whole genome shotgun sequence	scaffold0207
BROE01000236.1 Plecoglossus altivelis DNA, scaffold208, whole genome shotgun sequence	scaffold0208
BROE01000237.1 Plecoglossus altivelis DNA, scaffold209, whole genome shotgun sequence	scaffold0209
BROE01000238.1 Plecoglossus altivelis DNA, scaffold210, whole genome shotgun sequence	scaffold0210
BROE01000239.1 Plecoglossus altivelis DNA, scaffold211, whole genome shotgun sequence	scaffold0211
BROE01000240.1 Plecoglossus altivelis DNA, scaffold212, whole genome shotgun sequence	scaffold0212
BROE01000241.1 Plecoglossus altivelis DNA, scaffold213, whole genome shotgun sequence	scaffold0213
BROE01000242.1 Plecoglossus altivelis DNA, scaffold214, whole genome shotgun sequence	scaffold0214
BROE01000243.1 Plecoglossus altivelis DNA, scaffold215, whole genome shotgun sequence	scaffold0215
BROE01000244.1 Plecoglossus altivelis DNA, scaffold216, whole genome shotgun sequence	scaffold0216
BROE01000245.1 Plecoglossus altivelis DNA, scaffold217, whole genome shotgun sequence	scaffold0217
BROE01000246.1 Plecoglossus altivelis DNA, scaffold218, whole genome shotgun sequence	scaffold0218
BROE01000247.1 Plecoglossus altivelis DNA, scaffold219, whole genome shotgun sequence	scaffold0219
BROE01000248.1 Plecoglossus altivelis DNA, scaffold220, whole genome shotgun sequence	scaffold0220
BROE01000249.1 Plecoglossus altivelis DNA, scaffold221, whole genome shotgun sequence	scaffold0221
BROE01000250.1 Plecoglossus altivelis DNA, scaffold222, whole genome shotgun sequence	scaffold0222
BROE01000251.1 Plecoglossus altivelis DNA, scaffold223, whole genome shotgun sequence	scaffold0223
BROE01000252.1 Plecoglossus altivelis DNA, scaffold224, whole genome shotgun sequence	scaffold0224
BROE01000253.1 Plecoglossus altivelis DNA, scaffold225, whole genome shotgun sequence	scaffold0225
BROE01000254.1 Plecoglossus altivelis DNA, scaffold226, whole genome shotgun sequence	scaffold0226
BROE01000255.1 Plecoglossus altivelis DNA, scaffold227, whole genome shotgun sequence	scaffold0227
BROE01000256.1 Plecoglossus altivelis DNA, scaffold228, whole genome shotgun sequence	scaffold0228
BROE01000257.1 Plecoglossus altivelis DNA, scaffold229, whole genome shotgun sequence	scaffold0229
BROE01000258.1 Plecoglossus altivelis DNA, scaffold230, whole genome shotgun sequence	scaffold0230
BROE01000259.1 Plecoglossus altivelis DNA, scaffold231, whole genome shotgun sequence	scaffold0231
BROE01000260.1 Plecoglossus altivelis DNA, scaffold232, whole genome shotgun sequence	scaffold0232
BROE01000261.1 Plecoglossus altivelis DNA, scaffold233, whole genome shotgun sequence	scaffold0233
BROE01000262.1 Plecoglossus altivelis DNA, scaffold234, whole genome shotgun sequence	scaffold0234
BROE01000263.1 Plecoglossus altivelis DNA, scaffold235, whole genome shotgun sequence	scaffold0235
BROE01000264.1 Plecoglossus altivelis DNA, scaffold236, whole genome shotgun sequence	scaffold0236
BROE01000265.1 Plecoglossus altivelis DNA, scaffold237, whole genome shotgun sequence	scaffold0237
BROE01000266.1 Plecoglossus altivelis DNA, scaffold238, whole genome shotgun sequence	scaffold0238
BROE01000267.1 Plecoglossus altivelis DNA, scaffold239, whole genome shotgun sequence	scaffold0239
BROE01000268.1 Plecoglossus altivelis DNA, scaffold240, whole genome shotgun sequence	scaffold0240
BROE01000269.1 Plecoglossus altivelis DNA, scaffold241, whole genome shotgun sequence	scaffold0241
BROE01000270.1 Plecoglossus altivelis DNA, scaffold242, whole genome shotgun sequence	scaffold0242
BROE01000271.1 Plecoglossus altivelis DNA, scaffold243, whole genome shotgun sequence	scaffold0243
BROE01000272.1 Plecoglossus altivelis DNA, scaffold244, whole genome shotgun sequence	scaffold0244
BROE01000273.1 Plecoglossus altivelis DNA, scaffold245, whole genome shotgun sequence	scaffold0245
BROE01000274.1 Plecoglossus altivelis DNA, scaffold246, whole genome shotgun sequence	scaffold0246
BROE01000275.1 Plecoglossus altivelis DNA, scaffold247, whole genome shotgun sequence	scaffold0247
BROE01000276.1 Plecoglossus altivelis DNA, scaffold248, whole genome shotgun sequence	scaffold0248
BROE01000277.1 Plecoglossus altivelis DNA, scaffold249, whole genome shotgun sequence	scaffold0249
BROE01000278.1 Plecoglossus altivelis DNA, scaffold250, whole genome shotgun sequence	scaffold0250
BROE01000279.1 Plecoglossus altivelis DNA, scaffold251, whole genome shotgun sequence	scaffold0251
BROE01000280.1 Plecoglossus altivelis DNA, scaffold252, whole genome shotgun sequence	scaffold0252
BROE01000281.1 Plecoglossus altivelis DNA, scaffold253, whole genome shotgun sequence	scaffold0253
BROE01000282.1 Plecoglossus altivelis DNA, scaffold254, whole genome shotgun sequence	scaffold0254
BROE01000283.1 Plecoglossus altivelis DNA, scaffold255, whole genome shotgun sequence	scaffold0255
BROE01000284.1 Plecoglossus altivelis DNA, scaffold256, whole genome shotgun sequence	scaffold0256
BROE01000285.1 Plecoglossus altivelis DNA, scaffold257, whole genome shotgun sequence	scaffold0257
BROE01000286.1 Plecoglossus altivelis DNA, scaffold258, whole genome shotgun sequence	scaffold0258
BROE01000287.1 Plecoglossus altivelis DNA, scaffold259, whole genome shotgun sequence	scaffold0259
BROE01000288.1 Plecoglossus altivelis DNA, scaffold260, whole genome shotgun sequence	scaffold0260
BROE01000289.1 Plecoglossus altivelis DNA, scaffold261, whole genome shotgun sequence	scaffold0261
